Supplementary Data 1. 3'aTWAS genes of 11 brain disorders.,,,,,,,,,,
Disease,PANEL,Transcript ID,Gene symbol,3'aTWAS.Z,3'aTWAS.P,COLOC.PP0,COLOC.PP1,COLOC.PP2,COLOC.PP3,COLOC.PP4
SCZ,ROSMAP_DLPFC,ALL.NM_001353423@PPDPF@20@+,PPDPF,-4.611,4.02E-06,0,0.021,0,0.007,0.973
SCZ,ROSMAP_DLPFC,ALL.NM_015703@RRP7A@22@-,RRP7A,4.2469,2.17E-05,0,0,0.519,0.034,0.448
SCZ,ROSMAP_DLPFC,ALL.NM_013373@ZDHHC8@22@+,ZDHHC8,-4.7602,1.93E-06,0.015,0.03,0.007,0.014,0.934
SCZ,ROSMAP_DLPFC,ALL.NR_146717@SMDT1_2@22@+,SMDT1,-6.449,1.13E-10,0,0,0.001,0.292,0.707
SCZ,ROSMAP_DLPFC,ALL.NM_014248@RBX1@22@+,RBX1,6.1087,1.00E-09,0,0,0.02,0.818,0.161
SCZ,ROSMAP_DLPFC,ALL.NR_145674@CYP2D7_1@22@-,CYP2D7,6.389,1.67E-10,0,0,0,0.378,0.622
SCZ,ROSMAP_DLPFC,ALL.NM_005008@SNU13@22@-,SNU13,-5.1414,2.73E-07,0,0,0.021,0.975,0.004
SCZ,ROSMAP_DLPFC,ALL.NM_001304564@MIEF1@22@+,MIEF1,-4.5259,6.02E-06,0,0,0.002,0.996,0.002
SCZ,ROSMAP_DLPFC,ALL.NM_014337@PPIL2@22@+,PPIL2,4.5113,6.44E-06,0,0.024,0,0.054,0.922
SCZ,ROSMAP_DLPFC,ALL.NM_001362848@NAGA@22@-,NAGA,6.8068,9.98E-12,0,0,0,0.301,0.699
SCZ,ROSMAP_DLPFC,ALL.NM_002490@NDUFA6_2@22@-,NDUFA6,6.1138,9.73E-10,0,0,0,0.185,0.815
SCZ,ROSMAP_DLPFC,ALL.NM_024105@ALG12@22@-,ALG12,-5.288,1.24E-07,0,0.001,0,0.008,0.991
ADHD,Brain_Amygdala,ALL.NM_001001653@MED8@chr1@-,MED8,-5.396,6.81E-08,0,0,0.72,0.241,0.039
ADHD,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_001001653@MED8@chr1@-,MED8,-5.204,1.95E-07,0,0,0.038,0.957,0.006
ADHD,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_001098210@CTNNB1@chr3@+,CTNNB1,4.0186,5.85E-05,0.656,0.154,0.091,0.021,0.077
ADHD,Brain_Caudate_basal_ganglia,ALL.NM_001001653@MED8@chr1@-,MED8,-5.396,6.81E-08,0,0,0.05,0.938,0.013
ADHD,Brain_Caudate_basal_ganglia,ALL.NM_138431@MFSD3@chr8@+,MFSD3,-4.3324,1.47E-05,0.844,0.077,0.039,0.004,0.036
ADHD,Brain_Caudate_basal_ganglia,ALL.NM_001303117@TUBA1C@chr12@+,TUBA1C,4.1982,2.69E-05,0.417,0.231,0.155,0.086,0.111
ADHD,Brain_Cerebellar_Hemisphere,ALL.NM_002840@PTPRF@chr1@+,PTPRF,5.24476,1.56E-07,0,0,0.808,0.128,0.064
ADHD,Brain_Cerebellar_Hemisphere,ALL.NM_001001653@MED8@chr1@-,MED8,-4.87289,1.10E-06,0,0,0.001,0.99,0.009
ADHD,Brain_Cerebellar_Hemisphere,ALL.NM_001329138@PTPRF@chr1@+,PTPRF,5.44182,5.27E-08,0,0,0.797,0.136,0.066
ADHD,Brain_Cerebellar_Hemisphere,ALL.NM_001303114@TUBA1C@chr12@+,TUBA1C,4.1802,2.91E-05,0.393,0.17,0.146,0.063,0.229
ADHD,Brain_Cerebellum,ALL.NM_001001653@MED8@chr1@-,MED8,-5.379,7.49E-08,0,0,0.002,0.988,0.01
ADHD,Brain_Cortex,ALL.NM_001001653@MED8@chr1@-,MED8,-5.442,5.27E-08,0,0,0,0.986,0.014
ADHD,Brain_Cortex,ALL.NM_001330685@POLR3GL@chr1@+,POLR3GL,4.0356,5.45E-05,0.676,0.056,0.195,0.016,0.057
ADHD,Brain_Frontal_Cortex_BA9,ALL.NM_001001653@MED8@chr1@-,MED8,-5.34,9.29E-08,0,0,0.026,0.965,0.009
ADHD,Brain_Hippocampus,ALL.NM_001008388@CISD2@chr4@+,CISD2,-4.1102,3.95E-05,0.032,0.013,0.502,0.207,0.246
ADHD,Brain_Hippocampus,ALL.NM_145267@SDHAF4@chr6@+,SDHAF4,4.428,9.50E-06,0.158,0.027,0.557,0.094,0.164
ADHD,Brain_Hippocampus,ALL.NM_001347925@SNX19@chr11@-,SNX19,-3.957,0.000076,0.848,0.134,0.013,0.002,0.004
ADHD,Brain_Hypothalamus,ALL.NM_001001653@MED8@chr1@-,MED8,-5.412,6.23E-08,0,0,0.037,0.95,0.013
ADHD,Brain_Putamen_basal_ganglia,ALL.NM_001001653@MED8@chr1@-,MED8,-5.34,9.29E-08,0,0,0.61,0.359,0.031
ADHD,Brain_Putamen_basal_ganglia,ALL.NM_001008388@CISD2@chr4@+,CISD2,-3.885,0.000102,0.008,0.039,0.124,0.613,0.216
ADHD,Brain_Spinal_cord_cervical_c-1,ALL.NM_001001653@MED8@chr1@-,MED8,-4.3585,1.31E-05,0,0,0.438,0.533,0.029
ADHD,Brain_Spinal_cord_cervical_c-1,ALL.NM_005908@MANBA@chr4@-,MANBA,4.1,4.12E-05,0.011,0.029,0.174,0.453,0.333
ADHD,Brain_Substantia_nigra,ALL.NM_001001653@MED8@chr1@-,MED8,-5.34,9.29E-08,0,0,0.015,0.977,0.009
ADHD,Brain_Substantia_nigra,ALL.NM_032316@NICN1@chr3@-,NICN1,-3.972,7.11E-05,0.245,0.078,0.28,0.089,0.307
ADHD,PsychENCODE_DLPFC,ALL.NM_001001653@MED8@1@-,MED8,-5.35058,8.77E-08,0,0,0,0.992,0.008
ADHD,PsychENCODE_DLPFC,ALL.NM_005908@MANBA@4@-,MANBA,4.5419,5.58E-06,0,0.015,0,0.196,0.789
ADHD,ROSMAP_DLPFC,ALL.NM_001001653@MED8@1@-,MED8,-5.363,8.19E-08,0,0,0,0.991,0.009
ADHD,ROSMAP_DLPFC,ALL.NM_032457@PCDH7@4@+,PCDH7,-4.517,6.27E-06,0,0.012,0,0.047,0.941
ADHD,ROSMAP_DLPFC,ALL.NM_020376@PNPLA2@11@+,PNPLA2,4.223101,2.41E-05,0,0.049,0,0.134,0.817
ASD,Brain_Amygdala,ALL.NM_001908@CTSB_1@chr8@-,CTSB,-3.888,0.000101,0.072,0.111,0.066,0.101,0.649
ASD,Brain_Amygdala,ALL.NM_012255@XRN2@chr20@+,XRN2,5.782,7.38E-09,0,0,0.099,0.046,0.855
ASD,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_001908@CTSB_1@chr8@-,CTSB,-3.997,6.41E-05,0.117,0.119,0.107,0.108,0.549
ASD,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.297,1.73E-05,0,0.069,0,0.03,0.901
ASD,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_012255@XRN2@chr20@+,XRN2,5.5,3.80E-08,0,0,0.022,0.06,0.918
ASD,Brain_Caudate_basal_ganglia,ALL.NR_026680@LINC02210_2@chr17@+,LINC02210,-4.51,6.48E-06,0.086,0.01,0.104,0.011,0.788
ASD,Brain_Caudate_basal_ganglia,ALL.NM_012255@XRN2@chr20@+,XRN2,5.555,2.78E-08,0,0,0.016,0.044,0.939
ASD,Brain_Cerebellar_Hemisphere,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.143,3.43E-05,0,0.056,0,0.025,0.919
ASD,Brain_Cerebellar_Hemisphere,ALL.NM_001330244@ARL17A_1@chr17@+,ARL17A,4.519,6.21E-06,0,0.012,0,0.013,0.975
ASD,Brain_Cerebellar_Hemisphere,ALL.NM_031448@C19orf12@chr19@-,C19orf12,4.1505,3.32E-05,0.892,0.082,0.018,0.002,0.006
ASD,Brain_Cerebellar_Hemisphere,ALL.NM_012255@XRN2@chr20@+,XRN2,5.5,3.80E-08,0,0,0.002,0.061,0.937
ASD,Brain_Cerebellum,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.2791,1.88E-05,0,0.061,0,0.027,0.912
ASD,Brain_Cerebellum,ALL.NM_001330244@ARL17A_1@chr17@+,ARL17A,4.51,6.48E-06,0,0.012,0,0.014,0.974
ASD,Brain_Cerebellum,ALL.NM_012255@XRN2@chr20@+,XRN2,5.617,1.94E-08,0,0,0,0.032,0.968
ASD,Brain_Cortex,ALL.NM_001271886@AAGAB@chr15@-,AAGAB,4.274,1.92E-05,0.642,0.237,0.036,0.013,0.072
ASD,Brain_Cortex,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.099,4.15E-05,0,0.066,0,0.029,0.905
ASD,Brain_Cortex,ALL.NM_012255@XRN2@chr20@+,XRN2,5.5,3.80E-08,0,0,0,0.039,0.961
ASD,Brain_Frontal_Cortex_BA9,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.4805,7.45E-06,0,0.051,0,0.022,0.926
ASD,Brain_Hippocampus,ALL.NR_045213@FCGR1B@chr1@+,FCGR1B,-4.3203,1.56E-05,0.81,0.161,0.003,0.001,0.025
ASD,Brain_Hippocampus,ALL.NM_001008388@CISD2@chr4@+,CISD2,-3.892,9.94E-05,0.414,0.171,0.054,0.022,0.339
ASD,Brain_Hippocampus,ALL.NM_012255@XRN2@chr20@+,XRN2,5.5,3.80E-08,0,0,0.03,0.059,0.91
ASD,Brain_Hypothalamus,ALL.NM_012255@XRN2@chr20@+,XRN2,5.664,1.48E-08,0,0,0,0.042,0.958
ASD,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.3578,1.31E-05,0,0.064,0,0.028,0.908
ASD,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_012255@XRN2@chr20@+,XRN2,5.5,3.80E-08,0,0,0,0.061,0.939
ASD,Brain_Putamen_basal_ganglia,ALL.NR_034172@KANSL1-AS1_2@chr17@+,KANSL1-AS1,4.519,6.21E-06,0.118,0.009,0.133,0.009,0.732
ASD,Brain_Putamen_basal_ganglia,ALL.NM_012255@XRN2@chr20@+,XRN2,6.1068,1.02E-09,0,0,0,0.048,0.951
ASD,Brain_Spinal_cord_cervical_c-1,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,4.3088,1.64E-05,0.004,0.039,0.002,0.017,0.939
ASD,Brain_Spinal_cord_cervical_c-1,ALL.NR_026680@LINC02210_2@chr17@+,LINC02210,-4.3488,1.37E-05,0.002,0.012,0.002,0.013,0.97
ASD,PsychENCODE_DLPFC,ALL.NM_001317960@XRN2@20@+,XRN2,5.5458,2.93E-08,0,0,0,0.035,0.964
ASD,ROSMAP_DLPFC,ALL.NM_001203251@MAPT_1@17@+,MAPT,-4.53755,5.69E-06,0,0.011,0,0.011,0.978
ASD,ROSMAP_DLPFC,ALL.NM_001256299@LINC02210-CRHR1_2@17@+,LINC02210-CRHR1,-4.519,6.21E-06,0.294,0.004,0.333,0.005,0.364
ASD,ROSMAP_DLPFC,ALL.NM_001317960@XRN2@20@+,XRN2,5.2345,1.65E-07,0,0,0,0.035,0.965
ALS,Brain_Amygdala,ALL.NM_001190991@CNPY2@chr12@-,CNPY2,3.8748,0.000107,0.738,0.197,0.007,0.002,0.056
ALS,Brain_Cerebellar_Hemisphere,ALL.NM_145005@C9orf72@chr9@-,C9orf72,5.008,5.51E-07,0,0,0.254,0.443,0.302
ALS,Brain_Cerebellum,ALL.NM_145005@C9orf72@chr9@-,C9orf72,4.9065,9.27E-07,0,0,0.018,0.014,0.968
ALS,Brain_Nucleus_accumbens_basal_ganglia,ALL.NM_001365819@SBF1@chr22@-,SBF1,3.988,6.65E-05,0.306,0.388,0.007,0.009,0.29
ALS,PsychENCODE_DLPFC,ALL.NR_028466@ATXN3@14@-,ATXN3,4.885,1.03E-06,0,0.003,0,0.028,0.969
ALS,PsychENCODE_DLPFC,ALL.NR_033936@GOLGA2P10@15@-,GOLGA2P10,-4.54054,5.61E-06,0,0.079,0,0.005,0.916
ALS,PsychENCODE_DLPFC,ALL.NR_102747@LOC727751@15@-,LOC727751,-4.52985,5.90E-06,0,0.079,0,0.005,0.916
ALS,ROSMAP_DLPFC,ALL.NR_026811@GOLGA2P10@15@-,GOLGA2P10,-4.2712,1.94E-05,0,0.08,0,0.005,0.914
ALS,ROSMAP_DLPFC,ALL.NR_102748@LOC727751@15@-,LOC727751,-4.2606,2.04E-05,0,0.079,0,0.005,0.916
ANX,Brain_Amygdala,ALL.NM_018212@ENAH@chr1@-,ENAH,-5.0227,5.10E-07,0.013,0.044,0.015,0.053,0.874
ANX,Brain_Amygdala,ALL.NM_001320884@DYNC1I2@chr2@+,DYNC1I2,-4.4824,7.38E-06,0,0.095,0,0.03,0.875
ANX,Brain_Amygdala,ALL.NM_006773@DDX18@chr2@+,DDX18,3.8863,1.02E-04,0.831,0.104,0.009,0.001,0.055
ANX,Brain_Amygdala,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,5.8332,5.44E-09,0,0,0.298,0.268,0.434
ANX,Brain_Amygdala,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.7594,1.94E-06,0,0.001,0.001,0.909,0.089
ANX,Brain_Amygdala,ALL.NM_001908@CTSB_1@chr8@-,CTSB,-4.183,2.88E-05,0,0,0.386,0.595,0.02
ANX,Brain_Amygdala,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,7.3407,2.13E-13,0,0,0,0.01,0.99
ANX,Brain_Amygdala,ALL.NM_014232@VAMP2@chr17@-,VAMP2,-3.995,6.47E-05,0.516,0.039,0.267,0.02,0.158
ANX,Brain_Amygdala,ALL.NM_001330125@VAMP2@chr17@-,VAMP2,-3.995,6.47E-05,0.516,0.039,0.267,0.02,0.158
ANX,Brain_Amygdala,ALL.NM_032514@MAP1LC3A@chr20@+,MAP1LC3A,4.691,2.72E-06,0.319,0.05,0.379,0.059,0.193
ANX,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_018212@ENAH@chr1@-,ENAH,-3.995,6.47E-05,0.002,0.133,0.003,0.163,0.7
ANX,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,4.6249,3.75E-06,0,0.001,0.184,0.643,0.172
ANX,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_001202470@RPS10-NUDT3@chr6@-,RPS10-NUDT3,-3.9963,6.43E-05,0.788,0.135,0.056,0.01,0.011
ANX,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.4051,1.06E-05,0,0.001,0,0.925,0.074
ANX,Brain_Anterior_cingulate_cortex_BA24,ALL.NR_001298@HLA-DRB6@chr6@-,HLA-DRB6,-6.2781,3.43E-10,0,0,0,0.013,0.987
ANX,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_197964@FMC1@chr7@+,FMC1,4.646,3.38E-06,0.054,0.031,0.068,0.038,0.809
ANX,Brain_Anterior_cingulate_cortex_BA24,ALL.NR_038118@MMAB@chr12@-,MMAB,-4.5463,5.46E-06,0,0,0.038,0.908,0.054
ANX,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,8.02,1.06E-15,0,0,0,0.012,0.988
ANX,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_001304803@SRR@chr17@+,SRR,4.86698,1.13E-06,0.012,0.003,0.746,0.202,0.036
ANX,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_021947@SRR@chr17@+,SRR,4.88643,1.03E-06,0.012,0.003,0.748,0.2,0.036
ANX,Brain_Anterior_cingulate_cortex_BA24,ALL.NM_032758@PHF5A@chr22@-,PHF5A,5.118,3.08E-07,0,0,0.001,0.753,0.246
ANX,Brain_Caudate_basal_ganglia,ALL.NM_018212@ENAH@chr1@-,ENAH,-4.624,3.76E-06,0,0.037,0,0.044,0.919
ANX,Brain_Caudate_basal_ganglia,ALL.NM_001320884@DYNC1I2@chr2@+,DYNC1I2,-4.2281,2.36E-05,0,0.084,0,0.027,0.889
ANX,Brain_Caudate_basal_ganglia,ALL.NM_001271788@DYNC1I2@chr2@+,DYNC1I2,-4.2279,2.36E-05,0,0.084,0,0.027,0.889
ANX,Brain_Caudate_basal_ganglia,ALL.NM_002586@PBX2_6@chr6@-,PBX2,-4.385,1.16E-05,0,0,0.88,0.081,0.038
ANX,Brain_Caudate_basal_ganglia,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,6.8032,1.02E-11,0,0,0.019,0.062,0.918
ANX,Brain_Caudate_basal_ganglia,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.8943,9.86E-07,0,0.001,0,0.915,0.084
ANX,Brain_Caudate_basal_ganglia,ALL.NR_001298@HLA-DRB6@chr6@-,HLA-DRB6,-5.2227,1.76E-07,0,0,0,0,1
ANX,Brain_Caudate_basal_ganglia,ALL.NM_001083537@FAM86B1_1@chr8@-,FAM86B1,8.407,4.22E-17,0,0,0.536,0.046,0.418
ANX,Brain_Caudate_basal_ganglia,ALL.NM_004311@ARL3@chr10@-,ARL3,-5.61573,1.96E-08,0,0,0.162,0.062,0.776
ANX,Brain_Caudate_basal_ganglia,ALL.NM_020798@USP35@chr11@+,USP35,-4.178,2.94E-05,0.482,0.036,0.145,0.011,0.326
ANX,Brain_Caudate_basal_ganglia,ALL.NM_033121@ANKRD13A@chr12@+,ANKRD13A,4.14585,3.39E-05,0,0,0,1,0
ANX,Brain_Caudate_basal_ganglia,ALL.NM_001270987@LTBR@chr12@+,LTBR,-4.59284,4.37E-06,0.924,0.068,0.005,0,0.004
ANX,Brain_Caudate_basal_ganglia,ALL.NM_194318@B3GLCT@chr13@+,B3GLCT,-4.127,3.68E-05,0,0.083,0,0.172,0.745
ANX,Brain_Caudate_basal_ganglia,ALL.NR_026680@LINC02210_2@chr17@+,LINC02210,-8.631,6.08E-18,0,0,0.095,0.01,0.895
ANX,Brain_Caudate_basal_ganglia,ALL.NM_032514@MAP1LC3A@chr20@+,MAP1LC3A,4.142,3.44E-05,0.342,0.023,0.407,0.028,0.2
ANX,Brain_Cerebellar_Hemisphere,ALL.NM_002840@PTPRF@chr1@+,PTPRF,-4.0104,6.06E-05,0.572,0.09,0.251,0.04,0.046
ANX,Brain_Cerebellar_Hemisphere,ALL.NM_001329138@PTPRF@chr1@+,PTPRF,-4.0028,6.26E-05,0.566,0.097,0.248,0.042,0.047
ANX,Brain_Cerebellar_Hemisphere,ALL.NR_152211@AHSA2P@chr2@+,AHSA2P,4.303,1.68E-05,0,0.542,0,0.048,0.41
ANX,Brain_Cerebellar_Hemisphere,ALL.NM_133625@SYN2@chr3@+,SYN2,4.352,1.35E-05,0,0.038,0,0.073,0.889
ANX,Brain_Cerebellar_Hemisphere,ALL.NM_015216@PPIP5K2@chr5@+,PPIP5K2,4.2998,1.71E-05,0.019,0.005,0.261,0.071,0.644
ANX,Brain_Cerebellar_Hemisphere,ALL.NM_001364587@PAM@chr5@+,PAM,-4.93,8.22E-07,0,0.003,0.003,0.037,0.957
ANX,Brain_Cerebellar_Hemisphere,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.379,1.19E-05,0,0.001,0,0.961,0.038
ANX,Brain_Cerebellar_Hemisphere,ALL.NR_001298@HLA-DRB6@chr6@-,HLA-DRB6,-6.055,1.41E-09,0,0,0,0,1
ANX,Brain_Cerebellar_Hemisphere,ALL.NM_001317231@MTCH2_1@chr11@-,MTCH2,4.758,1.96E-06,0.001,0.002,0.295,0.432,0.27
ANX,Brain_Cerebellar_Hemisphere,ALL.NM_014342@MTCH2_1@chr11@-,MTCH2,4.758,1.96E-06,0.001,0.002,0.291,0.435,0.271
ANX,Brain_Cerebellar_Hemisphere,ALL.NR_038118@MMAB@chr12@-,MMAB,-5.907,3.48E-09,0,0,0,0.938,0.062
ANX,Brain_Cerebellar_Hemisphere,ALL.NM_018711@SVOP@chr12@-,SVOP,-3.9951,6.47E-05,0,0.001,0.002,0.997,0
ANX,Brain_Cerebellar_Hemisphere,ALL.NM_014239@EIF2B2@chr14@+,EIF2B2,6.168,6.90E-10,0,0,0.537,0.072,0.39
ANX,Brain_Cerebellar_Hemisphere,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,8.247,1.62E-16,0,0,0,0.027,0.973
ANX,Brain_Cerebellar_Hemisphere,ALL.NR_027782@PLEKHM1_2@chr17@-,PLEKHM1,-7.489,6.94E-14,0,0,0.463,0.512,0.025
ANX,Brain_Cerebellar_Hemisphere,ALL.NM_001144888@BAIAP2@chr17@+,BAIAP2,-5.4571,4.84E-08,0.001,0.002,0.031,0.092,0.875
ANX,Brain_Cerebellar_Hemisphere,ALL.NM_001330244@ARL17A_1@chr17@+,ARL17A,8.635,5.87E-18,0,0,0,0.011,0.989
ANX,Brain_Cerebellum,ALL.NM_020247@COQ8A@chr1@+,COQ8A,-4.276,1.90E-05,0.003,0.083,0.011,0.341,0.563
ANX,Brain_Cerebellum,ALL.NM_001376788@HP1BP3@chr1@-,HP1BP3,-4.505,6.63E-06,0.004,0.019,0.013,0.055,0.909
ANX,Brain_Cerebellum,ALL.NM_001320884@DYNC1I2@chr2@+,DYNC1I2,-4.1398,3.48E-05,0,0.084,0,0.027,0.889
ANX,Brain_Cerebellum,ALL.NM_001271788@DYNC1I2@chr2@+,DYNC1I2,-4.1647,3.12E-05,0,0.084,0,0.027,0.889
ANX,Brain_Cerebellum,ALL.NM_002669@PLRG1@chr4@-,PLRG1,-4.153,3.28E-05,0.041,0.086,0.004,0.008,0.861
ANX,Brain_Cerebellum,ALL.NM_001201564@PLRG1@chr4@-,PLRG1,-4.153,3.28E-05,0.036,0.087,0.004,0.008,0.866
ANX,Brain_Cerebellum,ALL.NM_001364587@PAM@chr5@+,PAM,-4.65,3.32E-06,0,0.01,0,0.131,0.86
ANX,Brain_Cerebellum,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,6.09856,1.07E-09,0,0.001,0,0.918,0.08
ANX,Brain_Cerebellum,ALL.NM_018374@TMEM106B@chr7@+,TMEM106B,4.063,4.84E-05,0.031,0.112,0.019,0.067,0.771
ANX,Brain_Cerebellum,ALL.NM_144591@BORCS7@chr10@+,BORCS7,-4.607,4.08E-06,0,0,0.434,0.08,0.486
ANX,Brain_Cerebellum,ALL.NM_001317231@MTCH2_1@chr11@-,MTCH2,6.0289,1.65E-09,0,0.002,0,0.617,0.38
ANX,Brain_Cerebellum,ALL.NM_014342@MTCH2_1@chr11@-,MTCH2,6.0782,1.22E-09,0,0.002,0,0.616,0.381
ANX,Brain_Cerebellum,ALL.NM_001110@ADAM10@chr15@-,ADAM10,4.031,5.56E-05,0.001,0.004,0.008,0.021,0.966
ANX,Brain_Cerebellum,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,9.2828,1.65E-20,0,0,0,0.009,0.991
ANX,Brain_Cerebellum,ALL.NM_001144888@BAIAP2@chr17@+,BAIAP2,-4.9183,8.73E-07,0,0.002,0,0.086,0.912
ANX,Brain_Cerebellum,ALL.NM_001330244@ARL17A_1@chr17@+,ARL17A,8.633,5.98E-18,0,0,0,0.011,0.989
ANX,Brain_Cortex,ALL.NM_018212@ENAH@chr1@-,ENAH,-4.6917,2.71E-06,0,0.155,0,0.19,0.654
ANX,Brain_Cortex,ALL.NM_001320884@DYNC1I2@chr2@+,DYNC1I2,-4.0935,4.25E-05,0,0.09,0,0.029,0.881
ANX,Brain_Cortex,ALL.NR_152211@AHSA2P@chr2@+,AHSA2P,4.277,1.89E-05,0,0.513,0,0.045,0.442
ANX,Brain_Cortex,ALL.NM_001271788@DYNC1I2@chr2@+,DYNC1I2,-4.0936,4.25E-05,0,0.09,0,0.029,0.881
ANX,Brain_Cortex,ALL.NM_002669@PLRG1@chr4@-,PLRG1,-4.037,5.41E-05,0.471,0.073,0.046,0.007,0.404
ANX,Brain_Cortex,ALL.NM_001201564@PLRG1@chr4@-,PLRG1,-4.037,5.41E-05,0.479,0.072,0.046,0.007,0.397
ANX,Brain_Cortex,ALL.NM_002586@PBX2_6@chr6@-,PBX2,-4.7735,1.81E-06,0,0,0.543,0.041,0.415
ANX,Brain_Cortex,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,5.1401,2.75E-07,0,0.001,0.039,0.745,0.215
ANX,Brain_Cortex,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.952,7.35E-07,0,0.001,0,0.99,0.009
ANX,Brain_Cortex,ALL.NR_001298@HLA-DRB6@chr6@-,HLA-DRB6,-4.6673,3.05E-06,0,0,0,0.001,0.999
ANX,Brain_Cortex,ALL.NM_172208@TAPBP_4@chr6@-,TAPBP,-5.7168,1.09E-08,0.084,0.015,0.546,0.095,0.26
ANX,Brain_Cortex,ALL.NM_001293216@TUBB_7@chr6@+,TUBB,-4.828,1.38E-06,0.236,0.004,0.058,0,0.702
ANX,Brain_Cortex,ALL.NM_197964@FMC1@chr7@+,FMC1,4.313,1.61E-05,0.176,0.102,0.219,0.127,0.376
ANX,Brain_Cortex,ALL.NR_073058@FMC1@chr7@+,FMC1,4.258,2.06E-05,0.161,0.112,0.2,0.139,0.389
ANX,Brain_Cortex,ALL.NM_005347@HSPA5@chr9@-,HSPA5,-4.469,7.85E-06,0,0,0.489,0.069,0.442
ANX,Brain_Cortex,ALL.NM_001317231@MTCH2_1@chr11@-,MTCH2,4.9578,7.13E-07,0,0.003,0.012,0.853,0.132
ANX,Brain_Cortex,ALL.NM_014342@MTCH2_1@chr11@-,MTCH2,4.9636,6.92E-07,0,0.003,0.01,0.868,0.119
ANX,Brain_Cortex,ALL.NR_034172@KANSL1-AS1_2@chr17@+,KANSL1-AS1,8.21,2.22E-16,0,0,0.09,0.011,0.899
ANX,Brain_Cortex,ALL.NM_001113738@ARL17A_1@chr17@-,ARL17A,8.541,1.33E-17,0,0,0,0.001,0.999
ANX,Brain_Cortex,ALL.NM_001144888@BAIAP2@chr17@+,BAIAP2,-5.046,4.51E-07,0.001,0.001,0.081,0.08,0.836
ANX,Brain_Cortex,ALL.NM_001164189@PLIN3@chr19@-,PLIN3,-4.3275,1.51E-05,0.891,0.058,0.04,0.003,0.008
ANX,Brain_Cortex,ALL.NM_001164194@PLIN3@chr19@-,PLIN3,-4.3114,1.62E-05,0.89,0.059,0.04,0.003,0.008
ANX,Brain_Frontal_Cortex_BA9,ALL.NM_001320884@DYNC1I2@chr2@+,DYNC1I2,-4.3278,1.51E-05,0,0.092,0,0.029,0.879
ANX,Brain_Frontal_Cortex_BA9,ALL.NM_001271788@DYNC1I2@chr2@+,DYNC1I2,-4.3256,1.52E-05,0,0.092,0,0.029,0.879
ANX,Brain_Frontal_Cortex_BA9,ALL.NM_002586@PBX2_6@chr6@-,PBX2,-5.931,3.01E-09,0,0,0.573,0.026,0.401
ANX,Brain_Frontal_Cortex_BA9,ALL.NM_005514@HLA-B_5@chr6@-,HLA-B,5.217,1.81E-07,0,0.001,0.001,0.792,0.206
ANX,Brain_Frontal_Cortex_BA9,ALL.NM_001286380@FAM120B_1@chr6@+,FAM120B,-4.039,5.37E-05,0.539,0.066,0.022,0.002,0.37
ANX,Brain_Frontal_Cortex_BA9,ALL.NM_002117@HLA-C_6@chr6@-,HLA-C,-4.966,6.83E-07,0,0.001,0,0.916,0.083
ANX,Brain_Frontal_Cortex_BA9,ALL.NM_032448@FAM120B_1@chr6@+,FAM120B,-4.039,5.37E-05,0.55,0.065,0.023,0.002,0.36
